label	pos	layer	type	output	weights	qtypes	engine	rel_l2_vs_ref	cos_vs_ref
p4	0	4	linear_gated_deltanet	linear_attn_out-4	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	4	linear_gated_deltanet	ffn_out-4	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.020149	0.999797
p4	0	4	linear_gated_deltanet	ffn_out-4	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.019697	0.999807
p4	0	5	linear_gated_deltanet	z-5	attn_gate.weight	Q4_K	llama	0.006314	0.999981
p4	0	5	linear_gated_deltanet	z-5	attn_gate.weight	Q4_K	apr	0.006469	0.999979
p4	0	5	linear_gated_deltanet	linear_attn_out-5	ssm_out.weight	Q5_K	llama	0.040285	0.999190
p4	0	5	linear_gated_deltanet	linear_attn_out-5	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	5	linear_gated_deltanet	ffn_out-5	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.018077	0.999837
p4	0	5	linear_gated_deltanet	ffn_out-5	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.014144	0.999900
p4	0	6	linear_gated_deltanet	z-6	attn_gate.weight	Q4_K	llama	0.005800	0.999984
p4	0	6	linear_gated_deltanet	z-6	attn_gate.weight	Q4_K	apr	0.006103	0.999983
p4	0	6	linear_gated_deltanet	linear_attn_out-6	ssm_out.weight	Q5_K	llama	0.019861	0.999803
p4	0	6	linear_gated_deltanet	linear_attn_out-6	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	6	linear_gated_deltanet	ffn_out-6	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.025118	0.999685
p4	0	6	linear_gated_deltanet	ffn_out-6	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.026006	0.999662
p4	0	7	full_attention	attn_output-7	attn_output.weight	Q4_K	llama	0.027905	0.999612
p4	0	7	full_attention	attn_output-7	attn_output.weight	Q4_K	apr	0.028941	0.999582
p4	0	7	full_attention	ffn_out-7	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.016694	0.999861
p4	0	7	full_attention	ffn_out-7	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.017309	0.999852
p4	0	8	linear_gated_deltanet	z-8	attn_gate.weight	Q4_K	llama	0.006814	0.999977
p4	0	8	linear_gated_deltanet	z-8	attn_gate.weight	Q4_K	apr	0.007258	0.999974
p4	0	8	linear_gated_deltanet	linear_attn_out-8	ssm_out.weight	Q5_K	llama	0.023328	0.999729
p4	0	8	linear_gated_deltanet	linear_attn_out-8	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	8	linear_gated_deltanet	ffn_out-8	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.022374	0.999751
p4	0	8	linear_gated_deltanet	ffn_out-8	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.018593	0.999828
p4	0	9	linear_gated_deltanet	z-9	attn_gate.weight	Q4_K	llama	0.009764	0.999953
p4	0	9	linear_gated_deltanet	z-9	attn_gate.weight	Q4_K	apr	0.009782	0.999959
p4	0	9	linear_gated_deltanet	linear_attn_out-9	ssm_out.weight	Q5_K	llama	0.016736	0.999860
p4	0	9	linear_gated_deltanet	linear_attn_out-9	ssm_out.weight	Q5_K	apr	0.000000	1.000000
p4	0	9	linear_gated_deltanet	ffn_out-9	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.027770	0.999615
p4	0	9	linear_gated_deltanet	ffn_out-9	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.028224	0.999602
p4	0	10	linear_gated_deltanet	z-10	attn_gate.weight	Q4_K	llama	0.006358	0.999980
p4	0	10	linear_gated_deltanet	z-10	attn_gate.weight	Q4_K	apr	0.006863	0.999977
p4	0	10	linear_gated_deltanet	linear_attn_out-10	ssm_out.weight	Q5_K	llama	0.024399	0.999706
p4	0	10	linear_gated_deltanet	linear_attn_out-10	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	10	linear_gated_deltanet	ffn_out-10	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.024403	0.999704
p4	0	10	linear_gated_deltanet	ffn_out-10	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.023883	0.999719
p4	0	11	full_attention	attn_output-11	attn_output.weight	Q4_K	llama	0.018843	0.999822
p4	0	11	full_attention	attn_output-11	attn_output.weight	Q4_K	apr	0.019959	0.999802
p4	0	11	full_attention	ffn_out-11	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.015102	0.999886
p4	0	11	full_attention	ffn_out-11	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.010066	0.999949
p4	0	12	linear_gated_deltanet	z-12	attn_gate.weight	Q4_K	llama	0.006307	0.999980
p4	0	12	linear_gated_deltanet	z-12	attn_gate.weight	Q4_K	apr	0.007019	0.999977
p4	0	12	linear_gated_deltanet	linear_attn_out-12	ssm_out.weight	Q5_K	llama	0.030400	0.999538
p4	0	12	linear_gated_deltanet	linear_attn_out-12	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.017432	0.999848
p4	0	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.017052	0.999855
p4	0	13	linear_gated_deltanet	z-13	attn_gate.weight	Q4_K	llama	0.007645	0.999975
p4	0	13	linear_gated_deltanet	z-13	attn_gate.weight	Q4_K	apr	0.007316	0.999973
p4	0	13	linear_gated_deltanet	linear_attn_out-13	ssm_out.weight	Q5_K	llama	0.021347	0.999773
p4	0	13	linear_gated_deltanet	linear_attn_out-13	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	13	linear_gated_deltanet	ffn_out-13	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.019996	0.999801
p4	0	13	linear_gated_deltanet	ffn_out-13	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.021238	0.999775
p4	0	14	linear_gated_deltanet	z-14	attn_gate.weight	Q4_K	llama	0.007462	0.999974
p4	0	14	linear_gated_deltanet	z-14	attn_gate.weight	Q4_K	apr	0.006435	0.999979
p4	0	14	linear_gated_deltanet	linear_attn_out-14	ssm_out.weight	Q5_K	llama	0.020762	0.999784
p4	0	14	linear_gated_deltanet	linear_attn_out-14	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	14	linear_gated_deltanet	ffn_out-14	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.018954	0.999820
p4	0	14	linear_gated_deltanet	ffn_out-14	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.000983	1.000000
p4	0	15	full_attention	attn_output-15	attn_output.weight	Q4_K	llama	0.015518	0.999880
p4	0	15	full_attention	attn_output-15	attn_output.weight	Q4_K	apr	0.015207	0.999886
p4	0	15	full_attention	ffn_out-15	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.020722	0.999785
p4	0	15	full_attention	ffn_out-15	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.020784	0.999784
p4	0	16	linear_gated_deltanet	z-16	attn_gate.weight	Q4_K	llama	0.011056	0.999941
p4	0	16	linear_gated_deltanet	z-16	attn_gate.weight	Q4_K	apr	0.010513	0.999945
p4	0	16	linear_gated_deltanet	linear_attn_out-16	ssm_out.weight	Q5_K	llama	0.039933	0.999208
p4	0	16	linear_gated_deltanet	linear_attn_out-16	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	16	linear_gated_deltanet	ffn_out-16	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.025803	0.999667
p4	0	16	linear_gated_deltanet	ffn_out-16	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.025146	0.999687
p4	0	17	linear_gated_deltanet	z-17	attn_gate.weight	Q4_K	llama	0.010837	0.999941
p4	0	17	linear_gated_deltanet	z-17	attn_gate.weight	Q4_K	apr	0.011922	0.999931
p4	0	17	linear_gated_deltanet	linear_attn_out-17	ssm_out.weight	Q5_K	llama	0.029714	0.999561
p4	0	17	linear_gated_deltanet	linear_attn_out-17	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	17	linear_gated_deltanet	ffn_out-17	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.027965	0.999613
p4	0	17	linear_gated_deltanet	ffn_out-17	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.019316	0.999814
p4	0	18	linear_gated_deltanet	z-18	attn_gate.weight	Q4_K	llama	0.011896	0.999936
p4	0	18	linear_gated_deltanet	z-18	attn_gate.weight	Q4_K	apr	0.009696	0.999953
p4	0	18	linear_gated_deltanet	linear_attn_out-18	ssm_out.weight	Q5_K	llama	0.020346	0.999794
p4	0	18	linear_gated_deltanet	linear_attn_out-18	ssm_out.weight	Q5_K	apr	0.000000	1.000000
p4	0	18	linear_gated_deltanet	ffn_out-18	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.024211	0.999711
p4	0	18	linear_gated_deltanet	ffn_out-18	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.023362	0.999730
p4	0	19	full_attention	attn_output-19	attn_output.weight	Q4_K	llama	0.037841	0.999300
p4	0	19	full_attention	attn_output-19	attn_output.weight	Q4_K	apr	0.038646	0.999261
p4	0	19	full_attention	ffn_out-19	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.023852	0.999715
p4	0	19	full_attention	ffn_out-19	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.026297	0.999657
p4	0	20	linear_gated_deltanet	z-20	attn_gate.weight	Q4_K	llama	0.013164	0.999915
p4	0	20	linear_gated_deltanet	z-20	attn_gate.weight	Q4_K	apr	0.014706	0.999898
p4	0	20	linear_gated_deltanet	linear_attn_out-20	ssm_out.weight	Q5_K	llama	0.031900	0.999491
p4	0	20	linear_gated_deltanet	linear_attn_out-20	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	20	linear_gated_deltanet	ffn_out-20	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.023527	0.999725
p4	0	20	linear_gated_deltanet	ffn_out-20	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.019740	0.999806
p4	0	21	linear_gated_deltanet	z-21	attn_gate.weight	Q4_K	llama	0.012143	0.999928
p4	0	21	linear_gated_deltanet	z-21	attn_gate.weight	Q4_K	apr	0.014340	0.999898
p4	0	21	linear_gated_deltanet	linear_attn_out-21	ssm_out.weight	Q5_K	llama	0.027088	0.999637
p4	0	21	linear_gated_deltanet	linear_attn_out-21	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	21	linear_gated_deltanet	ffn_out-21	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.028184	0.999603
p4	0	21	linear_gated_deltanet	ffn_out-21	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.017842	0.999846
p4	0	22	linear_gated_deltanet	z-22	attn_gate.weight	Q4_K	llama	0.010260	0.999947
p4	0	22	linear_gated_deltanet	z-22	attn_gate.weight	Q4_K	apr	0.010085	0.999949
p4	0	22	linear_gated_deltanet	linear_attn_out-22	ssm_out.weight	Q5_K	llama	0.022220	0.999753
p4	0	22	linear_gated_deltanet	linear_attn_out-22	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	0	22	linear_gated_deltanet	ffn_out-22	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.027676	0.999625
p4	0	22	linear_gated_deltanet	ffn_out-22	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.019303	0.999817
p4	0	23	full_attention	attn_output-23	attn_output.weight	Q4_K	llama	0.035229	0.999380
p4	0	23	full_attention	attn_output-23	attn_output.weight	Q4_K	apr	0.037128	0.999314
p4	0	23	full_attention	ffn_out-23	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.032245	0.999545
p4	0	23	full_attention	ffn_out-23	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.027979	0.999622
p4	1	0	linear_gated_deltanet	z-0	attn_gate.weight	Q4_K	llama	0.005277	0.999987
p4	1	0	linear_gated_deltanet	z-0	attn_gate.weight	Q4_K	apr	0.005277	0.999987
p4	1	0	linear_gated_deltanet	linear_attn_out-0	ssm_out.weight	Q5_K	llama	0.041157	0.999154
p4	1	0	linear_gated_deltanet	linear_attn_out-0	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	0	linear_gated_deltanet	ffn_out-0	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.018996	0.999821
p4	1	0	linear_gated_deltanet	ffn_out-0	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.009154	0.999958
p4	1	1	linear_gated_deltanet	z-1	attn_gate.weight	Q4_K	llama	0.005052	0.999987
p4	1	1	linear_gated_deltanet	z-1	attn_gate.weight	Q4_K	apr	0.005413	0.999986
p4	1	1	linear_gated_deltanet	linear_attn_out-1	ssm_out.weight	Q5_K	llama	0.030487	0.999536
p4	1	1	linear_gated_deltanet	linear_attn_out-1	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	1	linear_gated_deltanet	ffn_out-1	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.020278	0.999794
p4	1	1	linear_gated_deltanet	ffn_out-1	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.009939	0.999951
p4	1	2	linear_gated_deltanet	z-2	attn_gate.weight	Q4_K	llama	0.005534	0.999986
p4	1	2	linear_gated_deltanet	z-2	attn_gate.weight	Q4_K	apr	0.005296	0.999987
p4	1	2	linear_gated_deltanet	linear_attn_out-2	ssm_out.weight	Q5_K	llama	0.036115	0.999353
p4	1	2	linear_gated_deltanet	linear_attn_out-2	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	2	linear_gated_deltanet	ffn_out-2	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.015944	0.999874
p4	1	2	linear_gated_deltanet	ffn_out-2	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.010578	0.999945
p4	1	3	full_attention	attn_output-3	attn_output.weight	Q4_K	llama	0.036207	0.999346
p4	1	3	full_attention	attn_output-3	attn_output.weight	Q4_K	apr	0.040553	0.999182
p4	1	3	full_attention	ffn_out-3	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.021638	0.999766
p4	1	3	full_attention	ffn_out-3	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.021960	0.999762
p4	1	4	linear_gated_deltanet	z-4	attn_gate.weight	Q4_K	llama	0.005535	0.999985
p4	1	4	linear_gated_deltanet	z-4	attn_gate.weight	Q4_K	apr	0.006573	0.999981
p4	1	4	linear_gated_deltanet	linear_attn_out-4	ssm_out.weight	Q5_K	llama	0.028620	0.999591
p4	1	4	linear_gated_deltanet	linear_attn_out-4	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	4	linear_gated_deltanet	ffn_out-4	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.017938	0.999840
p4	1	4	linear_gated_deltanet	ffn_out-4	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.018279	0.999834
p4	1	5	linear_gated_deltanet	z-5	attn_gate.weight	Q4_K	llama	0.007564	0.999977
p4	1	5	linear_gated_deltanet	z-5	attn_gate.weight	Q4_K	apr	0.006396	0.999980
p4	1	5	linear_gated_deltanet	linear_attn_out-5	ssm_out.weight	Q5_K	llama	0.060700	0.998168
p4	1	5	linear_gated_deltanet	linear_attn_out-5	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	5	linear_gated_deltanet	ffn_out-5	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.014796	0.999891
p4	1	5	linear_gated_deltanet	ffn_out-5	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.010885	0.999941
p4	1	6	linear_gated_deltanet	z-6	attn_gate.weight	Q4_K	llama	0.005636	0.999984
p4	1	6	linear_gated_deltanet	z-6	attn_gate.weight	Q4_K	apr	0.005690	0.999985
p4	1	6	linear_gated_deltanet	linear_attn_out-6	ssm_out.weight	Q5_K	llama	0.018751	0.999824
p4	1	6	linear_gated_deltanet	linear_attn_out-6	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	6	linear_gated_deltanet	ffn_out-6	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.019210	0.999816
p4	1	6	linear_gated_deltanet	ffn_out-6	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.019578	0.999809
p4	1	7	full_attention	attn_output-7	attn_output.weight	Q4_K	llama	0.024910	0.999690
p4	1	7	full_attention	attn_output-7	attn_output.weight	Q4_K	apr	0.025257	0.999681
p4	1	7	full_attention	ffn_out-7	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.016414	0.999865
p4	1	7	full_attention	ffn_out-7	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.016175	0.999869
p4	1	8	linear_gated_deltanet	z-8	attn_gate.weight	Q4_K	llama	0.004005	0.999992
p4	1	8	linear_gated_deltanet	z-8	attn_gate.weight	Q4_K	apr	0.004073	0.999992
p4	1	8	linear_gated_deltanet	linear_attn_out-8	ssm_out.weight	Q5_K	llama	0.032215	0.999481
p4	1	8	linear_gated_deltanet	linear_attn_out-8	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	8	linear_gated_deltanet	ffn_out-8	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.022307	0.999753
p4	1	8	linear_gated_deltanet	ffn_out-8	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.012382	0.999923
p4	1	9	linear_gated_deltanet	z-9	attn_gate.weight	Q4_K	llama	0.004361	0.999991
p4	1	9	linear_gated_deltanet	z-9	attn_gate.weight	Q4_K	apr	0.004819	0.999989
p4	1	9	linear_gated_deltanet	linear_attn_out-9	ssm_out.weight	Q5_K	llama	0.030034	0.999549
p4	1	9	linear_gated_deltanet	linear_attn_out-9	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	9	linear_gated_deltanet	ffn_out-9	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.018264	0.999833
p4	1	9	linear_gated_deltanet	ffn_out-9	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.018521	0.999830
p4	1	10	linear_gated_deltanet	z-10	attn_gate.weight	Q4_K	llama	0.004247	0.999992
p4	1	10	linear_gated_deltanet	z-10	attn_gate.weight	Q4_K	apr	0.005329	0.999989
p4	1	10	linear_gated_deltanet	linear_attn_out-10	ssm_out.weight	Q5_K	llama	0.017881	0.999842
p4	1	10	linear_gated_deltanet	linear_attn_out-10	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	10	linear_gated_deltanet	ffn_out-10	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.018834	0.999824
p4	1	10	linear_gated_deltanet	ffn_out-10	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.018720	0.999826
p4	1	11	full_attention	attn_output-11	attn_output.weight	Q4_K	llama	0.038144	0.999272
p4	1	11	full_attention	attn_output-11	attn_output.weight	Q4_K	apr	0.042408	0.999102
p4	1	11	full_attention	ffn_out-11	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.016858	0.999859
p4	1	11	full_attention	ffn_out-11	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.011670	0.999932
p4	1	12	linear_gated_deltanet	z-12	attn_gate.weight	Q4_K	llama	0.003750	0.999993
p4	1	12	linear_gated_deltanet	z-12	attn_gate.weight	Q4_K	apr	0.003710	0.999993
p4	1	12	linear_gated_deltanet	linear_attn_out-12	ssm_out.weight	Q5_K	llama	0.042099	0.999116
p4	1	12	linear_gated_deltanet	linear_attn_out-12	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.016680	0.999862
p4	1	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.017357	0.999850
p4	1	13	linear_gated_deltanet	z-13	attn_gate.weight	Q4_K	llama	0.005058	0.999988
p4	1	13	linear_gated_deltanet	z-13	attn_gate.weight	Q4_K	apr	0.004468	0.999991
p4	1	13	linear_gated_deltanet	linear_attn_out-13	ssm_out.weight	Q5_K	llama	0.022671	0.999743
p4	1	13	linear_gated_deltanet	linear_attn_out-13	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	13	linear_gated_deltanet	ffn_out-13	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.019484	0.999810
p4	1	13	linear_gated_deltanet	ffn_out-13	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.019783	0.999805
p4	1	14	linear_gated_deltanet	z-14	attn_gate.weight	Q4_K	llama	0.004661	0.999989
p4	1	14	linear_gated_deltanet	z-14	attn_gate.weight	Q4_K	apr	0.005491	0.999986
p4	1	14	linear_gated_deltanet	linear_attn_out-14	ssm_out.weight	Q5_K	llama	0.029060	0.999578
p4	1	14	linear_gated_deltanet	linear_attn_out-14	ssm_out.weight	Q5_K	apr	0.000001	1.000000
p4	1	14	linear_gated_deltanet	ffn_out-14	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.019098	0.999821
p4	1	14	linear_gated_deltanet	ffn_out-14	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.010027	0.999950
p4	1	15	full_attention	attn_output-15	attn_output.weight	Q4_K	llama	0.041482	0.999143
p4	1	15	full_attention	attn_output-15	attn_output.weight	Q4_K	apr	0.038915	0.999243
p4	1	15	full_attention	ffn_out-15	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.028275	0.999600
