op	kind	n	seed	in_fnv	g_fnv	out_fnv	max_bits	sum_bits	out_first4_bits
soft_max	1	6144	0x30910045	0x1720a3c0e7deed3d	0xa4926ca70bc7dcb9	0xd169036dfc174e7f	0x421ff4e8	0x40548383785b736c	37254cf0,222340c8,3caa75b9,30f5bf77
soft_max	3	1	0x30910046	0x5dde9b9535ac7533	0xcaf781f4c04b72ea	0x4b72477f9c5c2f98	0xbf593e40	0x3ff0000000000000	3f800000
soft_max	3	3	0x30910047	0x456db39854d4856d	0x2757791326e9708d	0xe67b38c7e5a8502a	0x3fbb6a10	0x3ff163bc8c000000	3db1de46,3f800000,00000000
soft_max	3	4	0x30910048	0xf72f25ef77222967	0xd013a2e61163977c	0x3003e5a83e0f92f1	0x40d74f20	0x3ff06330c0000000	3c0745ed,3c82be74,00000000,3f800000
soft_max	3	5	0x30910049	0x13c5fe0d3aebf6ab	0x0977a856ab6be0d3	0x8afb7c8cd693ad1c	0x4089bcd4	0x3ff0aaaedd000000	383a5ecc,3d2a793d,00000000,36e10f15
soft_max	3	255	0x3091004a	0x8a0e0f3bc601cf35	0x7ce48e437511b87b	0x76cba9b5ffb013ec	0x40fea88c	0x4025c9edaed9b6c0	3879a8ef,38a4f791,00000000,39f1fb57
soft_max	3	256	0x3091004b	0x7cfcce9dcf1129fb	0x77bc6162255ee88a	0x7fc1ba3b4a329f12	0x40ffeb58	0x4025b302f1243280	3d4b2ca8,3a100680,00000000,36e75c7f
soft_max	3	6144	0x3091004c	0x7913dbbc95afd516	0xc526cd643bdf1335	0xf4473ee7ffe5542c	0x40ff5936	0x407030c521874a5a	384739ec,3893c873,00000000,3b285cda
soft_max	4	1	0x3091004d	0x13475fd8b5438a1b	0x02469d9bd0f67fd2	0x4b72477f9c5c2f98	0x416c67ec	0x3ff0000000000000	3f800000
soft_max	4	3	0x3091004e	0x5fb7493e5a60ab2e	0x41a0752c0e58c014	0x52b4c1da1b9eecf8	0x4335e576	0x3ff0000000000000	00000000,00000000,3f800000
soft_max	4	4	0x3091004f	0xad94823089f12b64	0xf50ebc9610c510c8	0x60c929ff260b4d63	0x42ec101b	0x3ff0000000000000	1c12272c,00000000,3f800000,00000000
soft_max	4	5	0x30910050	0x377780352a9ce706	0xbd4c38d739761705	0x660524726b843bf8	0x433c3ce4	0x3ff0000000000000	00000000,00000000,3f800000,00000000
soft_max	4	255	0x30910051	0xa76023a763a22a77	0x7ec516b5d933eb59	0xd92341405969320c	0x4347c481	0x40049e10a21f923d	00000000,00000000,1b7854c0,00000000
soft_max	4	256	0x30910052	0x31a9127a668cc62f	0x675da6dd474016b6	0xe0c7554c39969aa0	0x43478a7c	0x3ff646fd54170d49	36000a64,00000000,00000000,3ec28fcf
soft_max	4	6144	0x30910053	0x083b91a7925a149a	0xc4d9717a40c7fe4c	0xbd52bba672e0c7e3	0x4347efc4	0x4031f65a89313662	00000000,00000000,00000000,26b0b586
