name	layer	pos	n	file
v_conv_predelta	9	4	2048	pos4/v_conv_predelta-9.f32
a_softplus	9	4	16	pos4/a_softplus-9.f32
gate	9	4	16	pos4/gate-9.f32
beta_sigmoid	9	4	16	pos4/beta_sigmoid-9.f32
z	9	4	2048	pos4/z-9.f32
state_predelta	9	4	262144	pos4/state_predelta-9.f32
attn_output	9	4	2048	pos4/attn_output-9.f32
new_state	9	4	262144	pos4/new_state-9.f32
final_output	9	4	2048	pos4/final_output-9.f32
linear_attn_out	9	4	1024	pos4/linear_attn_out-9.f32
attn_residual	9	4	1024	pos4/attn_residual-9.f32
attn_post_norm	9	4	1024	pos4/attn_post_norm-9.f32
ffn_out	9	4	1024	pos4/ffn_out-9.f32
l_out	9	4	1024	pos4/l_out-9.f32
attn_norm	10	4	1024	pos4/attn_norm-10.f32
conv_output_silu	10	4	6144	pos4/conv_output_silu-10.f32
q_conv_predelta	10	4	2048	pos4/q_conv_predelta-10.f32
k_conv_predelta	10	4	2048	pos4/k_conv_predelta-10.f32
v_conv_predelta	10	4	2048	pos4/v_conv_predelta-10.f32
a_softplus	10	4	16	pos4/a_softplus-10.f32
gate	10	4	16	pos4/gate-10.f32
beta_sigmoid	10	4	16	pos4/beta_sigmoid-10.f32
z	10	4	2048	pos4/z-10.f32
state_predelta	10	4	262144	pos4/state_predelta-10.f32
attn_output	10	4	2048	pos4/attn_output-10.f32
new_state	10	4	262144	pos4/new_state-10.f32
final_output	10	4	2048	pos4/final_output-10.f32
linear_attn_out	10	4	1024	pos4/linear_attn_out-10.f32
attn_residual	10	4	1024	pos4/attn_residual-10.f32
attn_post_norm	10	4	1024	pos4/attn_post_norm-10.f32
ffn_out	10	4	1024	pos4/ffn_out-10.f32
l_out	10	4	1024	pos4/l_out-10.f32
attn_norm	11	4	1024	pos4/attn_norm-11.f32
attn_pregate	11	4	2048	pos4/attn_pregate-11.f32
attn_gated	11	4	2048	pos4/attn_gated-11.f32
attn_output	11	4	1024	pos4/attn_output-11.f32
attn_residual	11	4	1024	pos4/attn_residual-11.f32
attn_post_norm	11	4	1024	pos4/attn_post_norm-11.f32
ffn_out	11	4	1024	pos4/ffn_out-11.f32
l_out	11	4	1024	pos4/l_out-11.f32
attn_norm	12	4	1024	pos4/attn_norm-12.f32
conv_output_silu	12	4	6144	pos4/conv_output_silu-12.f32
q_conv_predelta	12	4	2048	pos4/q_conv_predelta-12.f32
k_conv_predelta	12	4	2048	pos4/k_conv_predelta-12.f32
v_conv_predelta	12	4	2048	pos4/v_conv_predelta-12.f32
a_softplus	12	4	16	pos4/a_softplus-12.f32
gate	12	4	16	pos4/gate-12.f32
beta_sigmoid	12	4	16	pos4/beta_sigmoid-12.f32
z	12	4	2048	pos4/z-12.f32
state_predelta	12	4	262144	pos4/state_predelta-12.f32
attn_output	12	4	2048	pos4/attn_output-12.f32
new_state	12	4	262144	pos4/new_state-12.f32
final_output	12	4	2048	pos4/final_output-12.f32
linear_attn_out	12	4	1024	pos4/linear_attn_out-12.f32
attn_residual	12	4	1024	pos4/attn_residual-12.f32
attn_post_norm	12	4	1024	pos4/attn_post_norm-12.f32
ffn_out	12	4	1024	pos4/ffn_out-12.f32
l_out	12	4	1024	pos4/l_out-12.f32
attn_norm	13	4	1024	pos4/attn_norm-13.f32
conv_output_silu	13	4	6144	pos4/conv_output_silu-13.f32
q_conv_predelta	13	4	2048	pos4/q_conv_predelta-13.f32
k_conv_predelta	13	4	2048	pos4/k_conv_predelta-13.f32
v_conv_predelta	13	4	2048	pos4/v_conv_predelta-13.f32
a_softplus	13	4	16	pos4/a_softplus-13.f32
gate	13	4	16	pos4/gate-13.f32
beta_sigmoid	13	4	16	pos4/beta_sigmoid-13.f32
z	13	4	2048	pos4/z-13.f32
state_predelta	13	4	262144	pos4/state_predelta-13.f32
attn_output	13	4	2048	pos4/attn_output-13.f32
new_state	13	4	262144	pos4/new_state-13.f32
final_output	13	4	2048	pos4/final_output-13.f32
linear_attn_out	13	4	1024	pos4/linear_attn_out-13.f32
attn_residual	13	4	1024	pos4/attn_residual-13.f32
attn_post_norm	13	4	1024	pos4/attn_post_norm-13.f32
ffn_out	13	4	1024	pos4/ffn_out-13.f32
l_out	13	4	1024	pos4/l_out-13.f32
attn_norm	14	4	1024	pos4/attn_norm-14.f32
conv_output_silu	14	4	6144	pos4/conv_output_silu-14.f32
q_conv_predelta	14	4	2048	pos4/q_conv_predelta-14.f32
k_conv_predelta	14	4	2048	pos4/k_conv_predelta-14.f32
v_conv_predelta	14	4	2048	pos4/v_conv_predelta-14.f32
a_softplus	14	4	16	pos4/a_softplus-14.f32
gate	14	4	16	pos4/gate-14.f32
beta_sigmoid	14	4	16	pos4/beta_sigmoid-14.f32
z	14	4	2048	pos4/z-14.f32
state_predelta	14	4	262144	pos4/state_predelta-14.f32
attn_output	14	4	2048	pos4/attn_output-14.f32
new_state	14	4	262144	pos4/new_state-14.f32
final_output	14	4	2048	pos4/final_output-14.f32
linear_attn_out	14	4	1024	pos4/linear_attn_out-14.f32
attn_residual	14	4	1024	pos4/attn_residual-14.f32
attn_post_norm	14	4	1024	pos4/attn_post_norm-14.f32
ffn_out	14	4	1024	pos4/ffn_out-14.f32
l_out	14	4	1024	pos4/l_out-14.f32
attn_norm	15	4	1024	pos4/attn_norm-15.f32
attn_pregate	15	4	2048	pos4/attn_pregate-15.f32
attn_gated	15	4	2048	pos4/attn_gated-15.f32
attn_output	15	4	1024	pos4/attn_output-15.f32
attn_residual	15	4	1024	pos4/attn_residual-15.f32
attn_post_norm	15	4	1024	pos4/attn_post_norm-15.f32
ffn_out	15	4	1024	pos4/ffn_out-15.f32
l_out	15	4	1024	pos4/l_out-15.f32
attn_norm	16	4	1024	pos4/attn_norm-16.f32
conv_output_silu	16	4	6144	pos4/conv_output_silu-16.f32
q_conv_predelta	16	4	2048	pos4/q_conv_predelta-16.f32
k_conv_predelta	16	4	2048	pos4/k_conv_predelta-16.f32
v_conv_predelta	16	4	2048	pos4/v_conv_predelta-16.f32
a_softplus	16	4	16	pos4/a_softplus-16.f32
gate	16	4	16	pos4/gate-16.f32
beta_sigmoid	16	4	16	pos4/beta_sigmoid-16.f32
z	16	4	2048	pos4/z-16.f32
state_predelta	16	4	262144	pos4/state_predelta-16.f32
attn_output	16	4	2048	pos4/attn_output-16.f32
new_state	16	4	262144	pos4/new_state-16.f32
final_output	16	4	2048	pos4/final_output-16.f32
linear_attn_out	16	4	1024	pos4/linear_attn_out-16.f32
attn_residual	16	4	1024	pos4/attn_residual-16.f32
attn_post_norm	16	4	1024	pos4/attn_post_norm-16.f32
ffn_out	16	4	1024	pos4/ffn_out-16.f32
l_out	16	4	1024	pos4/l_out-16.f32
attn_norm	17	4	1024	pos4/attn_norm-17.f32
conv_output_silu	17	4	6144	pos4/conv_output_silu-17.f32
q_conv_predelta	17	4	2048	pos4/q_conv_predelta-17.f32
k_conv_predelta	17	4	2048	pos4/k_conv_predelta-17.f32
v_conv_predelta	17	4	2048	pos4/v_conv_predelta-17.f32
a_softplus	17	4	16	pos4/a_softplus-17.f32
gate	17	4	16	pos4/gate-17.f32
beta_sigmoid	17	4	16	pos4/beta_sigmoid-17.f32
z	17	4	2048	pos4/z-17.f32
state_predelta	17	4	262144	pos4/state_predelta-17.f32
attn_output	17	4	2048	pos4/attn_output-17.f32
new_state	17	4	262144	pos4/new_state-17.f32
final_output	17	4	2048	pos4/final_output-17.f32
linear_attn_out	17	4	1024	pos4/linear_attn_out-17.f32
attn_residual	17	4	1024	pos4/attn_residual-17.f32
attn_post_norm	17	4	1024	pos4/attn_post_norm-17.f32
ffn_out	17	4	1024	pos4/ffn_out-17.f32
l_out	17	4	1024	pos4/l_out-17.f32
attn_norm	18	4	1024	pos4/attn_norm-18.f32
conv_output_silu	18	4	6144	pos4/conv_output_silu-18.f32
q_conv_predelta	18	4	2048	pos4/q_conv_predelta-18.f32
k_conv_predelta	18	4	2048	pos4/k_conv_predelta-18.f32
v_conv_predelta	18	4	2048	pos4/v_conv_predelta-18.f32
a_softplus	18	4	16	pos4/a_softplus-18.f32
gate	18	4	16	pos4/gate-18.f32
beta_sigmoid	18	4	16	pos4/beta_sigmoid-18.f32
z	18	4	2048	pos4/z-18.f32
state_predelta	18	4	262144	pos4/state_predelta-18.f32
attn_output	18	4	2048	pos4/attn_output-18.f32
new_state	18	4	262144	pos4/new_state-18.f32
final_output	18	4	2048	pos4/final_output-18.f32
linear_attn_out	18	4	1024	pos4/linear_attn_out-18.f32
attn_residual	18	4	1024	pos4/attn_residual-18.f32
attn_post_norm	18	4	1024	pos4/attn_post_norm-18.f32
ffn_out	18	4	1024	pos4/ffn_out-18.f32
l_out	18	4	1024	pos4/l_out-18.f32
attn_norm	19	4	1024	pos4/attn_norm-19.f32
attn_pregate	19	4	2048	pos4/attn_pregate-19.f32
attn_gated	19	4	2048	pos4/attn_gated-19.f32
attn_output	19	4	1024	pos4/attn_output-19.f32
attn_residual	19	4	1024	pos4/attn_residual-19.f32
attn_post_norm	19	4	1024	pos4/attn_post_norm-19.f32
ffn_out	19	4	1024	pos4/ffn_out-19.f32
l_out	19	4	1024	pos4/l_out-19.f32
attn_norm	20	4	1024	pos4/attn_norm-20.f32
conv_output_silu	20	4	6144	pos4/conv_output_silu-20.f32
q_conv_predelta	20	4	2048	pos4/q_conv_predelta-20.f32
k_conv_predelta	20	4	2048	pos4/k_conv_predelta-20.f32
v_conv_predelta	20	4	2048	pos4/v_conv_predelta-20.f32
a_softplus	20	4	16	pos4/a_softplus-20.f32
gate	20	4	16	pos4/gate-20.f32
beta_sigmoid	20	4	16	pos4/beta_sigmoid-20.f32
z	20	4	2048	pos4/z-20.f32
state_predelta	20	4	262144	pos4/state_predelta-20.f32
attn_output	20	4	2048	pos4/attn_output-20.f32
new_state	20	4	262144	pos4/new_state-20.f32
final_output	20	4	2048	pos4/final_output-20.f32
linear_attn_out	20	4	1024	pos4/linear_attn_out-20.f32
attn_residual	20	4	1024	pos4/attn_residual-20.f32
attn_post_norm	20	4	1024	pos4/attn_post_norm-20.f32
ffn_out	20	4	1024	pos4/ffn_out-20.f32
l_out	20	4	1024	pos4/l_out-20.f32
attn_norm	21	4	1024	pos4/attn_norm-21.f32
conv_output_silu	21	4	6144	pos4/conv_output_silu-21.f32
q_conv_predelta	21	4	2048	pos4/q_conv_predelta-21.f32
k_conv_predelta	21	4	2048	pos4/k_conv_predelta-21.f32
v_conv_predelta	21	4	2048	pos4/v_conv_predelta-21.f32
a_softplus	21	4	16	pos4/a_softplus-21.f32
gate	21	4	16	pos4/gate-21.f32
beta_sigmoid	21	4	16	pos4/beta_sigmoid-21.f32
z	21	4	2048	pos4/z-21.f32
state_predelta	21	4	262144	pos4/state_predelta-21.f32
attn_output	21	4	2048	pos4/attn_output-21.f32
new_state	21	4	262144	pos4/new_state-21.f32
final_output	21	4	2048	pos4/final_output-21.f32
linear_attn_out	21	4	1024	pos4/linear_attn_out-21.f32
attn_residual	21	4	1024	pos4/attn_residual-21.f32
attn_post_norm	21	4	1024	pos4/attn_post_norm-21.f32
ffn_out	21	4	1024	pos4/ffn_out-21.f32
l_out	21	4	1024	pos4/l_out-21.f32
attn_norm	22	4	1024	pos4/attn_norm-22.f32
conv_output_silu	22	4	6144	pos4/conv_output_silu-22.f32
q_conv_predelta	22	4	2048	pos4/q_conv_predelta-22.f32
k_conv_predelta	22	4	2048	pos4/k_conv_predelta-22.f32
v_conv_predelta	22	4	2048	pos4/v_conv_predelta-22.f32
a_softplus	22	4	16	pos4/a_softplus-22.f32
gate	22	4	16	pos4/gate-22.f32
beta_sigmoid	22	4	16	pos4/beta_sigmoid-22.f32
z	22	4	2048	pos4/z-22.f32
state_predelta	22	4	262144	pos4/state_predelta-22.f32
attn_output	22	4	2048	pos4/attn_output-22.f32
new_state	22	4	262144	pos4/new_state-22.f32
final_output	22	4	2048	pos4/final_output-22.f32
linear_attn_out	22	4	1024	pos4/linear_attn_out-22.f32
attn_residual	22	4	1024	pos4/attn_residual-22.f32
attn_post_norm	22	4	1024	pos4/attn_post_norm-22.f32
ffn_out	22	4	1024	pos4/ffn_out-22.f32
l_out	22	4	1024	pos4/l_out-22.f32
attn_norm	23	4	1024	pos4/attn_norm-23.f32
attn_pregate	23	4	2048	pos4/attn_pregate-23.f32
attn_gated	23	4	2048	pos4/attn_gated-23.f32
attn_output	23	4	1024	pos4/attn_output-23.f32
attn_residual	23	4	1024	pos4/attn_residual-23.f32
attn_post_norm	23	4	1024	pos4/attn_post_norm-23.f32
ffn_out	23	4	1024	pos4/ffn_out-23.f32
l_out	23	4	1024	pos4/l_out-23.f32
result_norm	-1	4	1024	pos4/result_norm.f32
result_output	-1	4	248320	pos4/result_output.f32
model.input_embed	-1	28	1024	pos28/model.input_embed.f32
attn_norm	0	28	1024	pos28/attn_norm-0.f32
conv_output_silu	0	28	6144	pos28/conv_output_silu-0.f32
q_conv_predelta	0	28	2048	pos28/q_conv_predelta-0.f32
k_conv_predelta	0	28	2048	pos28/k_conv_predelta-0.f32
v_conv_predelta	0	28	2048	pos28/v_conv_predelta-0.f32
a_softplus	0	28	16	pos28/a_softplus-0.f32
gate	0	28	16	pos28/gate-0.f32
beta_sigmoid	0	28	16	pos28/beta_sigmoid-0.f32
z	0	28	2048	pos28/z-0.f32
state_predelta	0	28	262144	pos28/state_predelta-0.f32
attn_output	0	28	2048	pos28/attn_output-0.f32
new_state	0	28	262144	pos28/new_state-0.f32
final_output	0	28	2048	pos28/final_output-0.f32
linear_attn_out	0	28	1024	pos28/linear_attn_out-0.f32
attn_residual	0	28	1024	pos28/attn_residual-0.f32
attn_post_norm	0	28	1024	pos28/attn_post_norm-0.f32
ffn_out	0	28	1024	pos28/ffn_out-0.f32
l_out	0	28	1024	pos28/l_out-0.f32
attn_norm	1	28	1024	pos28/attn_norm-1.f32
conv_output_silu	1	28	6144	pos28/conv_output_silu-1.f32
q_conv_predelta	1	28	2048	pos28/q_conv_predelta-1.f32
k_conv_predelta	1	28	2048	pos28/k_conv_predelta-1.f32
v_conv_predelta	1	28	2048	pos28/v_conv_predelta-1.f32
a_softplus	1	28	16	pos28/a_softplus-1.f32
gate	1	28	16	pos28/gate-1.f32
beta_sigmoid	1	28	16	pos28/beta_sigmoid-1.f32
z	1	28	2048	pos28/z-1.f32
state_predelta	1	28	262144	pos28/state_predelta-1.f32
attn_output	1	28	2048	pos28/attn_output-1.f32
new_state	1	28	262144	pos28/new_state-1.f32
final_output	1	28	2048	pos28/final_output-1.f32
linear_attn_out	1	28	1024	pos28/linear_attn_out-1.f32
attn_residual	1	28	1024	pos28/attn_residual-1.f32
attn_post_norm	1	28	1024	pos28/attn_post_norm-1.f32
ffn_out	1	28	1024	pos28/ffn_out-1.f32
l_out	1	28	1024	pos28/l_out-1.f32
attn_norm	2	28	1024	pos28/attn_norm-2.f32
conv_output_silu	2	28	6144	pos28/conv_output_silu-2.f32
q_conv_predelta	2	28	2048	pos28/q_conv_predelta-2.f32
k_conv_predelta	2	28	2048	pos28/k_conv_predelta-2.f32
v_conv_predelta	2	28	2048	pos28/v_conv_predelta-2.f32
a_softplus	2	28	16	pos28/a_softplus-2.f32
gate	2	28	16	pos28/gate-2.f32
beta_sigmoid	2	28	16	pos28/beta_sigmoid-2.f32
z	2	28	2048	pos28/z-2.f32
state_predelta	2	28	262144	pos28/state_predelta-2.f32
attn_output	2	28	2048	pos28/attn_output-2.f32
new_state	2	28	262144	pos28/new_state-2.f32
final_output	2	28	2048	pos28/final_output-2.f32
linear_attn_out	2	28	1024	pos28/linear_attn_out-2.f32
attn_residual	2	28	1024	pos28/attn_residual-2.f32
attn_post_norm	2	28	1024	pos28/attn_post_norm-2.f32
ffn_out	2	28	1024	pos28/ffn_out-2.f32
l_out	2	28	1024	pos28/l_out-2.f32
attn_norm	3	28	1024	pos28/attn_norm-3.f32
attn_pregate	3	28	2048	pos28/attn_pregate-3.f32
attn_gated	3	28	2048	pos28/attn_gated-3.f32
attn_output	3	28	1024	pos28/attn_output-3.f32
attn_residual	3	28	1024	pos28/attn_residual-3.f32
attn_post_norm	3	28	1024	pos28/attn_post_norm-3.f32
ffn_out	3	28	1024	pos28/ffn_out-3.f32
l_out	3	28	1024	pos28/l_out-3.f32
attn_norm	4	28	1024	pos28/attn_norm-4.f32
conv_output_silu	4	28	6144	pos28/conv_output_silu-4.f32
q_conv_predelta	4	28	2048	pos28/q_conv_predelta-4.f32
k_conv_predelta	4	28	2048	pos28/k_conv_predelta-4.f32
v_conv_predelta	4	28	2048	pos28/v_conv_predelta-4.f32
a_softplus	4	28	16	pos28/a_softplus-4.f32
gate	4	28	16	pos28/gate-4.f32
beta_sigmoid	4	28	16	pos28/beta_sigmoid-4.f32
z	4	28	2048	pos28/z-4.f32
state_predelta	4	28	262144	pos28/state_predelta-4.f32
attn_output	4	28	2048	pos28/attn_output-4.f32
new_state	4	28	262144	pos28/new_state-4.f32
final_output	4	28	2048	pos28/final_output-4.f32
linear_attn_out	4	28	1024	pos28/linear_attn_out-4.f32
attn_residual	4	28	1024	pos28/attn_residual-4.f32
attn_post_norm	4	28	1024	pos28/attn_post_norm-4.f32
ffn_out	4	28	1024	pos28/ffn_out-4.f32
l_out	4	28	1024	pos28/l_out-4.f32
attn_norm	5	28	1024	pos28/attn_norm-5.f32
conv_output_silu	5	28	6144	pos28/conv_output_silu-5.f32
q_conv_predelta	5	28	2048	pos28/q_conv_predelta-5.f32
k_conv_predelta	5	28	2048	pos28/k_conv_predelta-5.f32
v_conv_predelta	5	28	2048	pos28/v_conv_predelta-5.f32
a_softplus	5	28	16	pos28/a_softplus-5.f32
gate	5	28	16	pos28/gate-5.f32
beta_sigmoid	5	28	16	pos28/beta_sigmoid-5.f32
z	5	28	2048	pos28/z-5.f32
state_predelta	5	28	262144	pos28/state_predelta-5.f32
attn_output	5	28	2048	pos28/attn_output-5.f32
new_state	5	28	262144	pos28/new_state-5.f32
final_output	5	28	2048	pos28/final_output-5.f32
linear_attn_out	5	28	1024	pos28/linear_attn_out-5.f32
attn_residual	5	28	1024	pos28/attn_residual-5.f32
attn_post_norm	5	28	1024	pos28/attn_post_norm-5.f32
ffn_out	5	28	1024	pos28/ffn_out-5.f32
l_out	5	28	1024	pos28/l_out-5.f32
attn_norm	6	28	1024	pos28/attn_norm-6.f32
conv_output_silu	6	28	6144	pos28/conv_output_silu-6.f32
q_conv_predelta	6	28	2048	pos28/q_conv_predelta-6.f32
k_conv_predelta	6	28	2048	pos28/k_conv_predelta-6.f32
v_conv_predelta	6	28	2048	pos28/v_conv_predelta-6.f32
a_softplus	6	28	16	pos28/a_softplus-6.f32
gate	6	28	16	pos28/gate-6.f32
beta_sigmoid	6	28	16	pos28/beta_sigmoid-6.f32
z	6	28	2048	pos28/z-6.f32
state_predelta	6	28	262144	pos28/state_predelta-6.f32
attn_output	6	28	2048	pos28/attn_output-6.f32
new_state	6	28	262144	pos28/new_state-6.f32
final_output	6	28	2048	pos28/final_output-6.f32
linear_attn_out	6	28	1024	pos28/linear_attn_out-6.f32
attn_residual	6	28	1024	pos28/attn_residual-6.f32
attn_post_norm	6	28	1024	pos28/attn_post_norm-6.f32
ffn_out	6	28	1024	pos28/ffn_out-6.f32
l_out	6	28	1024	pos28/l_out-6.f32
attn_norm	7	28	1024	pos28/attn_norm-7.f32
attn_pregate	7	28	2048	pos28/attn_pregate-7.f32
attn_gated	7	28	2048	pos28/attn_gated-7.f32
