name	layer	pos	n	file
v_conv_predelta	10	0	2048	pos0/v_conv_predelta-10.f32
a_softplus	10	0	16	pos0/a_softplus-10.f32
gate	10	0	16	pos0/gate-10.f32
beta_sigmoid	10	0	16	pos0/beta_sigmoid-10.f32
z	10	0	2048	pos0/z-10.f32
state_predelta	10	0	262144	pos0/state_predelta-10.f32
attn_output	10	0	2048	pos0/attn_output-10.f32
new_state	10	0	262144	pos0/new_state-10.f32
final_output	10	0	2048	pos0/final_output-10.f32
linear_attn_out	10	0	1024	pos0/linear_attn_out-10.f32
attn_residual	10	0	1024	pos0/attn_residual-10.f32
attn_post_norm	10	0	1024	pos0/attn_post_norm-10.f32
ffn_out	10	0	1024	pos0/ffn_out-10.f32
l_out	10	0	1024	pos0/l_out-10.f32
attn_norm	11	0	1024	pos0/attn_norm-11.f32
attn_pregate	11	0	2048	pos0/attn_pregate-11.f32
attn_gated	11	0	2048	pos0/attn_gated-11.f32
attn_output	11	0	1024	pos0/attn_output-11.f32
attn_residual	11	0	1024	pos0/attn_residual-11.f32
attn_post_norm	11	0	1024	pos0/attn_post_norm-11.f32
ffn_out	11	0	1024	pos0/ffn_out-11.f32
l_out	11	0	1024	pos0/l_out-11.f32
attn_norm	12	0	1024	pos0/attn_norm-12.f32
conv_output_silu	12	0	6144	pos0/conv_output_silu-12.f32
q_conv_predelta	12	0	2048	pos0/q_conv_predelta-12.f32
k_conv_predelta	12	0	2048	pos0/k_conv_predelta-12.f32
v_conv_predelta	12	0	2048	pos0/v_conv_predelta-12.f32
a_softplus	12	0	16	pos0/a_softplus-12.f32
gate	12	0	16	pos0/gate-12.f32
beta_sigmoid	12	0	16	pos0/beta_sigmoid-12.f32
z	12	0	2048	pos0/z-12.f32
state_predelta	12	0	262144	pos0/state_predelta-12.f32
attn_output	12	0	2048	pos0/attn_output-12.f32
new_state	12	0	262144	pos0/new_state-12.f32
final_output	12	0	2048	pos0/final_output-12.f32
linear_attn_out	12	0	1024	pos0/linear_attn_out-12.f32
attn_residual	12	0	1024	pos0/attn_residual-12.f32
attn_post_norm	12	0	1024	pos0/attn_post_norm-12.f32
ffn_out	12	0	1024	pos0/ffn_out-12.f32
l_out	12	0	1024	pos0/l_out-12.f32
attn_norm	13	0	1024	pos0/attn_norm-13.f32
conv_output_silu	13	0	6144	pos0/conv_output_silu-13.f32
q_conv_predelta	13	0	2048	pos0/q_conv_predelta-13.f32
k_conv_predelta	13	0	2048	pos0/k_conv_predelta-13.f32
v_conv_predelta	13	0	2048	pos0/v_conv_predelta-13.f32
a_softplus	13	0	16	pos0/a_softplus-13.f32
gate	13	0	16	pos0/gate-13.f32
beta_sigmoid	13	0	16	pos0/beta_sigmoid-13.f32
z	13	0	2048	pos0/z-13.f32
state_predelta	13	0	262144	pos0/state_predelta-13.f32
attn_output	13	0	2048	pos0/attn_output-13.f32
new_state	13	0	262144	pos0/new_state-13.f32
final_output	13	0	2048	pos0/final_output-13.f32
linear_attn_out	13	0	1024	pos0/linear_attn_out-13.f32
attn_residual	13	0	1024	pos0/attn_residual-13.f32
attn_post_norm	13	0	1024	pos0/attn_post_norm-13.f32
ffn_out	13	0	1024	pos0/ffn_out-13.f32
l_out	13	0	1024	pos0/l_out-13.f32
attn_norm	14	0	1024	pos0/attn_norm-14.f32
conv_output_silu	14	0	6144	pos0/conv_output_silu-14.f32
q_conv_predelta	14	0	2048	pos0/q_conv_predelta-14.f32
k_conv_predelta	14	0	2048	pos0/k_conv_predelta-14.f32
v_conv_predelta	14	0	2048	pos0/v_conv_predelta-14.f32
a_softplus	14	0	16	pos0/a_softplus-14.f32
gate	14	0	16	pos0/gate-14.f32
beta_sigmoid	14	0	16	pos0/beta_sigmoid-14.f32
z	14	0	2048	pos0/z-14.f32
state_predelta	14	0	262144	pos0/state_predelta-14.f32
attn_output	14	0	2048	pos0/attn_output-14.f32
new_state	14	0	262144	pos0/new_state-14.f32
final_output	14	0	2048	pos0/final_output-14.f32
linear_attn_out	14	0	1024	pos0/linear_attn_out-14.f32
attn_residual	14	0	1024	pos0/attn_residual-14.f32
attn_post_norm	14	0	1024	pos0/attn_post_norm-14.f32
ffn_out	14	0	1024	pos0/ffn_out-14.f32
l_out	14	0	1024	pos0/l_out-14.f32
attn_norm	15	0	1024	pos0/attn_norm-15.f32
attn_pregate	15	0	2048	pos0/attn_pregate-15.f32
attn_gated	15	0	2048	pos0/attn_gated-15.f32
attn_output	15	0	1024	pos0/attn_output-15.f32
attn_residual	15	0	1024	pos0/attn_residual-15.f32
attn_post_norm	15	0	1024	pos0/attn_post_norm-15.f32
ffn_out	15	0	1024	pos0/ffn_out-15.f32
l_out	15	0	1024	pos0/l_out-15.f32
attn_norm	16	0	1024	pos0/attn_norm-16.f32
conv_output_silu	16	0	6144	pos0/conv_output_silu-16.f32
q_conv_predelta	16	0	2048	pos0/q_conv_predelta-16.f32
k_conv_predelta	16	0	2048	pos0/k_conv_predelta-16.f32
v_conv_predelta	16	0	2048	pos0/v_conv_predelta-16.f32
a_softplus	16	0	16	pos0/a_softplus-16.f32
gate	16	0	16	pos0/gate-16.f32
beta_sigmoid	16	0	16	pos0/beta_sigmoid-16.f32
z	16	0	2048	pos0/z-16.f32
state_predelta	16	0	262144	pos0/state_predelta-16.f32
attn_output	16	0	2048	pos0/attn_output-16.f32
new_state	16	0	262144	pos0/new_state-16.f32
final_output	16	0	2048	pos0/final_output-16.f32
linear_attn_out	16	0	1024	pos0/linear_attn_out-16.f32
attn_residual	16	0	1024	pos0/attn_residual-16.f32
attn_post_norm	16	0	1024	pos0/attn_post_norm-16.f32
ffn_out	16	0	1024	pos0/ffn_out-16.f32
l_out	16	0	1024	pos0/l_out-16.f32
attn_norm	17	0	1024	pos0/attn_norm-17.f32
conv_output_silu	17	0	6144	pos0/conv_output_silu-17.f32
q_conv_predelta	17	0	2048	pos0/q_conv_predelta-17.f32
k_conv_predelta	17	0	2048	pos0/k_conv_predelta-17.f32
v_conv_predelta	17	0	2048	pos0/v_conv_predelta-17.f32
a_softplus	17	0	16	pos0/a_softplus-17.f32
gate	17	0	16	pos0/gate-17.f32
beta_sigmoid	17	0	16	pos0/beta_sigmoid-17.f32
z	17	0	2048	pos0/z-17.f32
state_predelta	17	0	262144	pos0/state_predelta-17.f32
attn_output	17	0	2048	pos0/attn_output-17.f32
new_state	17	0	262144	pos0/new_state-17.f32
final_output	17	0	2048	pos0/final_output-17.f32
linear_attn_out	17	0	1024	pos0/linear_attn_out-17.f32
attn_residual	17	0	1024	pos0/attn_residual-17.f32
attn_post_norm	17	0	1024	pos0/attn_post_norm-17.f32
ffn_out	17	0	1024	pos0/ffn_out-17.f32
l_out	17	0	1024	pos0/l_out-17.f32
attn_norm	18	0	1024	pos0/attn_norm-18.f32
conv_output_silu	18	0	6144	pos0/conv_output_silu-18.f32
q_conv_predelta	18	0	2048	pos0/q_conv_predelta-18.f32
k_conv_predelta	18	0	2048	pos0/k_conv_predelta-18.f32
v_conv_predelta	18	0	2048	pos0/v_conv_predelta-18.f32
a_softplus	18	0	16	pos0/a_softplus-18.f32
gate	18	0	16	pos0/gate-18.f32
beta_sigmoid	18	0	16	pos0/beta_sigmoid-18.f32
z	18	0	2048	pos0/z-18.f32
state_predelta	18	0	262144	pos0/state_predelta-18.f32
attn_output	18	0	2048	pos0/attn_output-18.f32
new_state	18	0	262144	pos0/new_state-18.f32
final_output	18	0	2048	pos0/final_output-18.f32
linear_attn_out	18	0	1024	pos0/linear_attn_out-18.f32
attn_residual	18	0	1024	pos0/attn_residual-18.f32
attn_post_norm	18	0	1024	pos0/attn_post_norm-18.f32
ffn_out	18	0	1024	pos0/ffn_out-18.f32
l_out	18	0	1024	pos0/l_out-18.f32
attn_norm	19	0	1024	pos0/attn_norm-19.f32
attn_pregate	19	0	2048	pos0/attn_pregate-19.f32
attn_gated	19	0	2048	pos0/attn_gated-19.f32
attn_output	19	0	1024	pos0/attn_output-19.f32
attn_residual	19	0	1024	pos0/attn_residual-19.f32
attn_post_norm	19	0	1024	pos0/attn_post_norm-19.f32
ffn_out	19	0	1024	pos0/ffn_out-19.f32
l_out	19	0	1024	pos0/l_out-19.f32
attn_norm	20	0	1024	pos0/attn_norm-20.f32
conv_output_silu	20	0	6144	pos0/conv_output_silu-20.f32
q_conv_predelta	20	0	2048	pos0/q_conv_predelta-20.f32
k_conv_predelta	20	0	2048	pos0/k_conv_predelta-20.f32
v_conv_predelta	20	0	2048	pos0/v_conv_predelta-20.f32
a_softplus	20	0	16	pos0/a_softplus-20.f32
gate	20	0	16	pos0/gate-20.f32
beta_sigmoid	20	0	16	pos0/beta_sigmoid-20.f32
z	20	0	2048	pos0/z-20.f32
state_predelta	20	0	262144	pos0/state_predelta-20.f32
attn_output	20	0	2048	pos0/attn_output-20.f32
new_state	20	0	262144	pos0/new_state-20.f32
final_output	20	0	2048	pos0/final_output-20.f32
linear_attn_out	20	0	1024	pos0/linear_attn_out-20.f32
attn_residual	20	0	1024	pos0/attn_residual-20.f32
attn_post_norm	20	0	1024	pos0/attn_post_norm-20.f32
ffn_out	20	0	1024	pos0/ffn_out-20.f32
l_out	20	0	1024	pos0/l_out-20.f32
attn_norm	21	0	1024	pos0/attn_norm-21.f32
conv_output_silu	21	0	6144	pos0/conv_output_silu-21.f32
q_conv_predelta	21	0	2048	pos0/q_conv_predelta-21.f32
k_conv_predelta	21	0	2048	pos0/k_conv_predelta-21.f32
v_conv_predelta	21	0	2048	pos0/v_conv_predelta-21.f32
a_softplus	21	0	16	pos0/a_softplus-21.f32
gate	21	0	16	pos0/gate-21.f32
beta_sigmoid	21	0	16	pos0/beta_sigmoid-21.f32
z	21	0	2048	pos0/z-21.f32
state_predelta	21	0	262144	pos0/state_predelta-21.f32
attn_output	21	0	2048	pos0/attn_output-21.f32
new_state	21	0	262144	pos0/new_state-21.f32
final_output	21	0	2048	pos0/final_output-21.f32
linear_attn_out	21	0	1024	pos0/linear_attn_out-21.f32
attn_residual	21	0	1024	pos0/attn_residual-21.f32
attn_post_norm	21	0	1024	pos0/attn_post_norm-21.f32
ffn_out	21	0	1024	pos0/ffn_out-21.f32
l_out	21	0	1024	pos0/l_out-21.f32
attn_norm	22	0	1024	pos0/attn_norm-22.f32
conv_output_silu	22	0	6144	pos0/conv_output_silu-22.f32
q_conv_predelta	22	0	2048	pos0/q_conv_predelta-22.f32
k_conv_predelta	22	0	2048	pos0/k_conv_predelta-22.f32
v_conv_predelta	22	0	2048	pos0/v_conv_predelta-22.f32
a_softplus	22	0	16	pos0/a_softplus-22.f32
gate	22	0	16	pos0/gate-22.f32
beta_sigmoid	22	0	16	pos0/beta_sigmoid-22.f32
z	22	0	2048	pos0/z-22.f32
state_predelta	22	0	262144	pos0/state_predelta-22.f32
attn_output	22	0	2048	pos0/attn_output-22.f32
new_state	22	0	262144	pos0/new_state-22.f32
final_output	22	0	2048	pos0/final_output-22.f32
linear_attn_out	22	0	1024	pos0/linear_attn_out-22.f32
attn_residual	22	0	1024	pos0/attn_residual-22.f32
attn_post_norm	22	0	1024	pos0/attn_post_norm-22.f32
ffn_out	22	0	1024	pos0/ffn_out-22.f32
l_out	22	0	1024	pos0/l_out-22.f32
attn_norm	23	0	1024	pos0/attn_norm-23.f32
attn_pregate	23	0	2048	pos0/attn_pregate-23.f32
attn_gated	23	0	2048	pos0/attn_gated-23.f32
attn_output	23	0	1024	pos0/attn_output-23.f32
attn_residual	23	0	1024	pos0/attn_residual-23.f32
attn_post_norm	23	0	1024	pos0/attn_post_norm-23.f32
ffn_out	23	0	1024	pos0/ffn_out-23.f32
l_out	23	0	1024	pos0/l_out-23.f32
result_norm	-1	0	1024	pos0/result_norm.f32
result_output	-1	0	248320	pos0/result_output.f32
model.input_embed	-1	1	1024	pos1/model.input_embed.f32
attn_norm	0	1	1024	pos1/attn_norm-0.f32
conv_output_silu	0	1	6144	pos1/conv_output_silu-0.f32
q_conv_predelta	0	1	2048	pos1/q_conv_predelta-0.f32
k_conv_predelta	0	1	2048	pos1/k_conv_predelta-0.f32
v_conv_predelta	0	1	2048	pos1/v_conv_predelta-0.f32
a_softplus	0	1	16	pos1/a_softplus-0.f32
gate	0	1	16	pos1/gate-0.f32
beta_sigmoid	0	1	16	pos1/beta_sigmoid-0.f32
z	0	1	2048	pos1/z-0.f32
state_predelta	0	1	262144	pos1/state_predelta-0.f32
attn_output	0	1	2048	pos1/attn_output-0.f32
new_state	0	1	262144	pos1/new_state-0.f32
final_output	0	1	2048	pos1/final_output-0.f32
linear_attn_out	0	1	1024	pos1/linear_attn_out-0.f32
attn_residual	0	1	1024	pos1/attn_residual-0.f32
attn_post_norm	0	1	1024	pos1/attn_post_norm-0.f32
ffn_out	0	1	1024	pos1/ffn_out-0.f32
l_out	0	1	1024	pos1/l_out-0.f32
attn_norm	1	1	1024	pos1/attn_norm-1.f32
conv_output_silu	1	1	6144	pos1/conv_output_silu-1.f32
q_conv_predelta	1	1	2048	pos1/q_conv_predelta-1.f32
k_conv_predelta	1	1	2048	pos1/k_conv_predelta-1.f32
v_conv_predelta	1	1	2048	pos1/v_conv_predelta-1.f32
a_softplus	1	1	16	pos1/a_softplus-1.f32
gate	1	1	16	pos1/gate-1.f32
beta_sigmoid	1	1	16	pos1/beta_sigmoid-1.f32
z	1	1	2048	pos1/z-1.f32
state_predelta	1	1	262144	pos1/state_predelta-1.f32
attn_output	1	1	2048	pos1/attn_output-1.f32
new_state	1	1	262144	pos1/new_state-1.f32
final_output	1	1	2048	pos1/final_output-1.f32
linear_attn_out	1	1	1024	pos1/linear_attn_out-1.f32
attn_residual	1	1	1024	pos1/attn_residual-1.f32
attn_post_norm	1	1	1024	pos1/attn_post_norm-1.f32
ffn_out	1	1	1024	pos1/ffn_out-1.f32
l_out	1	1	1024	pos1/l_out-1.f32
attn_norm	2	1	1024	pos1/attn_norm-2.f32
conv_output_silu	2	1	6144	pos1/conv_output_silu-2.f32
q_conv_predelta	2	1	2048	pos1/q_conv_predelta-2.f32
k_conv_predelta	2	1	2048	pos1/k_conv_predelta-2.f32
v_conv_predelta	2	1	2048	pos1/v_conv_predelta-2.f32
a_softplus	2	1	16	pos1/a_softplus-2.f32
gate	2	1	16	pos1/gate-2.f32
beta_sigmoid	2	1	16	pos1/beta_sigmoid-2.f32
z	2	1	2048	pos1/z-2.f32
state_predelta	2	1	262144	pos1/state_predelta-2.f32
attn_output	2	1	2048	pos1/attn_output-2.f32
new_state	2	1	262144	pos1/new_state-2.f32
final_output	2	1	2048	pos1/final_output-2.f32
linear_attn_out	2	1	1024	pos1/linear_attn_out-2.f32
attn_residual	2	1	1024	pos1/attn_residual-2.f32
attn_post_norm	2	1	1024	pos1/attn_post_norm-2.f32
ffn_out	2	1	1024	pos1/ffn_out-2.f32
l_out	2	1	1024	pos1/l_out-2.f32
attn_norm	3	1	1024	pos1/attn_norm-3.f32
attn_pregate	3	1	2048	pos1/attn_pregate-3.f32
attn_gated	3	1	2048	pos1/attn_gated-3.f32
attn_output	3	1	1024	pos1/attn_output-3.f32
attn_residual	3	1	1024	pos1/attn_residual-3.f32
attn_post_norm	3	1	1024	pos1/attn_post_norm-3.f32
ffn_out	3	1	1024	pos1/ffn_out-3.f32
l_out	3	1	1024	pos1/l_out-3.f32
attn_norm	4	1	1024	pos1/attn_norm-4.f32
conv_output_silu	4	1	6144	pos1/conv_output_silu-4.f32
q_conv_predelta	4	1	2048	pos1/q_conv_predelta-4.f32
k_conv_predelta	4	1	2048	pos1/k_conv_predelta-4.f32
v_conv_predelta	4	1	2048	pos1/v_conv_predelta-4.f32
a_softplus	4	1	16	pos1/a_softplus-4.f32
gate	4	1	16	pos1/gate-4.f32
beta_sigmoid	4	1	16	pos1/beta_sigmoid-4.f32
z	4	1	2048	pos1/z-4.f32
state_predelta	4	1	262144	pos1/state_predelta-4.f32
attn_output	4	1	2048	pos1/attn_output-4.f32
new_state	4	1	262144	pos1/new_state-4.f32
final_output	4	1	2048	pos1/final_output-4.f32
linear_attn_out	4	1	1024	pos1/linear_attn_out-4.f32
attn_residual	4	1	1024	pos1/attn_residual-4.f32
attn_post_norm	4	1	1024	pos1/attn_post_norm-4.f32
ffn_out	4	1	1024	pos1/ffn_out-4.f32
l_out	4	1	1024	pos1/l_out-4.f32
attn_norm	5	1	1024	pos1/attn_norm-5.f32
conv_output_silu	5	1	6144	pos1/conv_output_silu-5.f32
q_conv_predelta	5	1	2048	pos1/q_conv_predelta-5.f32
k_conv_predelta	5	1	2048	pos1/k_conv_predelta-5.f32
v_conv_predelta	5	1	2048	pos1/v_conv_predelta-5.f32
a_softplus	5	1	16	pos1/a_softplus-5.f32
gate	5	1	16	pos1/gate-5.f32
beta_sigmoid	5	1	16	pos1/beta_sigmoid-5.f32
z	5	1	2048	pos1/z-5.f32
state_predelta	5	1	262144	pos1/state_predelta-5.f32
attn_output	5	1	2048	pos1/attn_output-5.f32
new_state	5	1	262144	pos1/new_state-5.f32
final_output	5	1	2048	pos1/final_output-5.f32
linear_attn_out	5	1	1024	pos1/linear_attn_out-5.f32
attn_residual	5	1	1024	pos1/attn_residual-5.f32
attn_post_norm	5	1	1024	pos1/attn_post_norm-5.f32
ffn_out	5	1	1024	pos1/ffn_out-5.f32
l_out	5	1	1024	pos1/l_out-5.f32
attn_norm	6	1	1024	pos1/attn_norm-6.f32
conv_output_silu	6	1	6144	pos1/conv_output_silu-6.f32
q_conv_predelta	6	1	2048	pos1/q_conv_predelta-6.f32
k_conv_predelta	6	1	2048	pos1/k_conv_predelta-6.f32
v_conv_predelta	6	1	2048	pos1/v_conv_predelta-6.f32
a_softplus	6	1	16	pos1/a_softplus-6.f32
gate	6	1	16	pos1/gate-6.f32
beta_sigmoid	6	1	16	pos1/beta_sigmoid-6.f32
z	6	1	2048	pos1/z-6.f32
state_predelta	6	1	262144	pos1/state_predelta-6.f32
attn_output	6	1	2048	pos1/attn_output-6.f32
new_state	6	1	262144	pos1/new_state-6.f32
final_output	6	1	2048	pos1/final_output-6.f32
linear_attn_out	6	1	1024	pos1/linear_attn_out-6.f32
attn_residual	6	1	1024	pos1/attn_residual-6.f32
attn_post_norm	6	1	1024	pos1/attn_post_norm-6.f32
ffn_out	6	1	1024	pos1/ffn_out-6.f32
l_out	6	1	1024	pos1/l_out-6.f32
attn_norm	7	1	1024	pos1/attn_norm-7.f32
attn_pregate	7	1	2048	pos1/attn_pregate-7.f32
attn_gated	7	1	2048	pos1/attn_gated-7.f32
